"Ubigeo","Provincia","Region","Organización Política","Electores","Votos","% Votos","total_electores_mujeres","porcentaje_mujeres","total_electores_jovenes","porcentaje_jovenes","IDH","% Pobreza Extrema","PE_Hab"
150200,"BARRANCA","LIMA","PARTIDO POLITICO NACIONAL PERU LIBRE",116953,36411,0.4413,58607,50.1115832855934,33442,28.5943926192573,0.630704295977288,0.795406271019684,1292.40792540362
150900,"OYON","LIMA","PARTIDO POLITICO NACIONAL PERU LIBRE",12601,4419,0.5536,6390,50.3943217665615,3757,29.6293375394322,0.577020074336882,3.55411005442089,651.503914075893
160100,"MAYNAS","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",374577,104623,0.4462,183500,49.0226198649808,122135,32.6287611837026,0.563807716920938,4.85373375467886,28501.3187568245
160200,"ALTO AMAZONAS","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",90033,37196,0.6908,43262,48.0998865935825,34212,38.0378466122612,0.435779309053746,20.6744098033398,31813.9885494773
160300,"LORETO","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",48852,11058,0.45,22367,45.7468349252449,19306,39.4862250219868,0.363538669551432,15.11850375828,13020.3578067059
160500,"REQUENA","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",46054,8780,0.3571,21157,45.7646549859399,16779,36.2946138870863,0.377398345687469,14.3281777296352,11360.955403605
160600,"UCAYALI","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",44525,13163,0.5757,20490,45.9994612068966,16252,36.4852729885057,0.400057915393813,15.3972308047383,11660.9387776605
160400,"MARISCAL RAMON CASTILLA","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",47277,6172,0.2878,21539,45.4447632711621,17205,36.300531690438,0.351602495483565,12.2520457076107,10016.0473659717
160700,"DATEM DEL MARAÑON","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",41743,11948,0.6724,19535,46.8206984157419,18689,44.7930398101766,0.319824439511323,15.3944360002736,12285.6835943783
160800,"PUTUMAYO","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",6903,825,0.3408,3084,44.5729151611505,2544,36.7683191212603,0.398934666479894,16.053150122214,1762.31482041665
170100,"TAMBOPATA","MADRE DE DIOS","PARTIDO POLITICO NACIONAL PERU LIBRE",96119,48146,0.7067,42949,44.7008253452816,29816,31.0321499568073,0.61846243909341,0.143247233193802,210.276911022177
170200,"MANU","MADRE DE DIOS","PARTIDO POLITICO NACIONAL PERU LIBRE",12413,5913,0.7909,5410,43.513230917719,3513,28.2554492077536,0.594538838982345,0.116843190289867,22.0412994162804
170300,"TAHUAMANU","MADRE DE DIOS","PARTIDO POLITICO NACIONAL PERU LIBRE",7981,3328,0.6451,3412,42.6553319164896,2254,28.1785223152894,0.644390088785895,0.261723039080301,31.1816828760271
180100,"MARISCAL NIETO","MOQUEGUA","PARTIDO POLITICO NACIONAL PERU LIBRE",72129,42309,0.7858,34639,48.1110586405178,18974,26.3535098197172,0.693239989073091,1.63694136032764,1573.91911795502
180200,"GENERAL SANCHEZ CERRO","MOQUEGUA","PARTIDO POLITICO NACIONAL PERU LIBRE",13091,7860,0.8463,6606,49.8754246885617,2444,18.4522461306153,0.530869977186044,6.97583438486174,1108.25080872298
180300,"ILO","MOQUEGUA","PARTIDO POLITICO NACIONAL PERU LIBRE",63147,30351,0.6462,31459,49.8368290982827,17150,27.1687472276789,0.685808382576187,0.314395282541975,269.075202563549
190100,"PASCO","PASCO","PARTIDO POLITICO NACIONAL PERU LIBRE",103357,51093,0.756,50165,48.5751358050991,30917,29.9371568560999,0.545533872036433,12.4788321220088,18251.7894382926
190200,"DANIEL ALCIDES CARRION","PASCO","PARTIDO POLITICO NACIONAL PERU LIBRE",24010,12965,0.8574,12121,50.0764304895683,6999,28.9155133236935,0.369968545187911,31.7426614430135,10565.8622879215
190300,"OXAPAMPA","PASCO","PARTIDO POLITICO NACIONAL PERU LIBRE",73315,18793,0.4264,34725,47.435932462707,25138,34.3396535708431,0.42782213065429,22.3794629869296,25698.784937151
200100,"PIURA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",580987,150475,0.3576,295884,51.1075337165598,181221,31.3019912115852,0.56893675120806,5.78679200342213,49772.1401535137
200200,"AYABACA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",98436,37307,0.7326,46989,47.4344091014627,34882,35.2126467530108,0.249814133319148,29.6641160628123,45180.228610627
200300,"HUANCABAMBA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",90647,36285,0.6895,45274,49.7456351430047,31729,34.8628187801474,0.264839997694202,33.8821859147366,46008.2814317617
200400,"MORROPON","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",131526,38125,0.4249,64378,48.7893233094103,38307,29.0312312904033,0.431884363464973,12.8892090341758,24223.4638904685
200500,"PAITA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",90955,28079,0.4181,45090,49.5505395722983,29202,32.0908151827513,0.547656328525822,3.42765624386269,4769.51511021006
200600,"SULLANA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",243023,50265,0.2832,122570,50.3831039642217,72720,29.8919745474276,0.542190015191485,3.27604891971095,11508.5632920094
200700,"TALARA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",107029,32122,0.4371,53445,49.8149822438879,30362,28.2997940104579,0.584521141963705,1.68774681082316,2619.5011926743
200800,"SECHURA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",53845,16243,0.3931,26595,49.3230712166172,18556,34.4139465875371,0.467311704001466,3.19363626177012,2799.76510160601
210100,"PUNO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",182477,121889,0.8517,91938,50.6233068299452,51951,28.6054886240997,0.542559077308548,8.33643074396469,20386.9081129805
210200,"AZANGARO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",98243,75730,0.9544,50796,51.3817519724863,32883,33.2621889540765,0.319102053124564,18.755939487072,25441.6816766337
210300,"CARABAYA","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",45084,29851,0.8964,21952,48.3034810544382,17054,37.5258548607138,0.340435297006813,15.3125016248372,10421.9948558967
210400,"CHUCUITO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",60004,42898,0.9369,30610,50.746862514299,17550,29.0953099355095,0.345184028727735,16.8415639092259,13824.229319249
210600,"HUANCANE","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",54989,40688,0.9488,28196,50.7651867055562,14883,26.795938208923,0.317619644629901,17.9908672054906,12759.6627481501
210700,"LAMPA","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",35855,26417,0.9138,18615,51.4923515255456,10631,29.4072086525961,0.430827933289683,13.0096571511619,6222.25882225771
210800,"MELGAR","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",54677,39150,0.9334,28564,51.8788935505549,18384,33.3896365716777,0.429420492644373,15.6036439821486,11842.3856002517
211200,"SANDIA","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",41947,27808,0.8947,19346,45.7676839365981,13634,32.254554057251,0.407680405527595,10.9472359684988,6292.14281761403
211100,"SAN ROMAN","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",220844,151974,0.8355,110123,50.4896611801385,74985,34.3794415661822,0.558649239045766,4.94377480617441,16145.7258262408
211300,"YUNGUYO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",30608,19071,0.9189,15739,51.2771225646706,8138,26.5133250798202,0.370515383968917,14.9019593822142,5962.27394882389
211000,"SAN ANTONIO DE PUTINA","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",22609,17280,0.9325,11662,50.8524833209785,7811,34.0600880826756,0.499884882646757,9.37009200476291,2995.8058157628
210500,"EL COLLAO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",53327,39090,0.9472,27308,51.1424076709866,15497,29.0227732414413,0.379336136556248,14.0098046933525,9967.83594127336
210900,"MOHO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",21352,13967,0.9469,11137,51.5029596744358,5573,25.7722900480947,0.280311931726885,25.9449671890432,7032.38335659016
220100,"MOYOBAMBA","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",96987,36838,0.573,46455,47.8813865039527,33255,34.276084559013,0.488253337000652,5.53644834119834,8190.12339561812
220400,"HUALLAGA","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",22093,8189,0.5844,10164,45.9078590785908,6672,30.1355013550135,0.408309915985017,9.680059282483,3175.7370488042
220500,"LAMAS","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",64173,23338,0.5457,30385,47.3677646655339,20209,31.5042012876674,0.364284623155073,16.1960978875257,15817.919001852
220600,"MARISCAL CACERES","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",48315,16963,0.5578,22635,46.8119868467313,15459,31.9711289888942,0.446768919911036,4.94336343939125,3714.3444210898
220800,"RIOJA","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",99156,40384,0.6094,47429,47.8356026222895,34856,35.1548159354513,0.468398046922593,3.82450920818925,5812.45084951394
220900,"SAN MARTIN","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",146743,49503,0.4665,72788,49.6615905245347,44209,30.1627913323509,0.607513016930018,7.07300990282621,15266.8796849533
220200,"BELLAVISTA","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",41349,17096,0.6378,18982,45.897913291583,13370,32.3282636554876,0.419522735202935,6.68932638912547,4344.51680994532
221000,"TOCACHE","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",56829,25301,0.6652,25850,45.5081597802933,18173,31.9930285372252,0.505567200470222,6.79420320607917,5831.32872771363
220700,"PICOTA","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",32215,12310,0.5403,14854,46.0132581624435,9997,30.9677219503129,0.43875531362626,9.23177555938188,4488.21232370469
220300,"EL DORADO","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",28470,11569,0.6141,13252,46.4835665930057,9559,33.5297625311305,0.330864304649706,14.5654176614712,6506.80903190904
230100,"TACNA","TACNA","PARTIDO POLITICO NACIONAL PERU LIBRE",262229,141357,0.7157,129101,49.4655008582639,76667,29.375229892104,0.6078728410369,1.18324279915677,4179.07157748581
230400,"TARATA","TACNA","PARTIDO POLITICO NACIONAL PERU LIBRE",6308,3989,0.8553,3148,47.5169811320755,1231,18.5811320754717,0.430831228039735,16.469577299987,1283.14476744199
230300,"JORGE BASADRE","TACNA","PARTIDO POLITICO NACIONAL PERU LIBRE",8544,5152,0.8258,4000,43.9270810454645,1905,20.9202723479025,0.680273531494902,0.522034165506221,57.9718940794658
230200,"CANDARAVE","TACNA","PARTIDO POLITICO NACIONAL PERU LIBRE",5893,3725,0.903,2914,46.6165413533835,1284,20.5407134858423,0.367674453157097,14.1461400787992,1034.93160816495
240100,"TUMBES","TUMBES","PARTIDO POLITICO NACIONAL PERU LIBRE",117309,31485,0.3703,57495,49.012838217994,33888,28.8885479003632,0.590134727638241,0.38507726055012,663.692210875948
240200,"CONTRALMIRANTE VILLAR","TUMBES","PARTIDO POLITICO NACIONAL PERU LIBRE",15341,3159,0.273,7246,47.2421436953971,4463,29.0976659277611,0.544228946249763,0.204547640898368,45.4852589065702
240300,"ZARUMILLA","TUMBES","PARTIDO POLITICO NACIONAL PERU LIBRE",35121,6820,0.2735,17152,48.8285364534404,11172,31.8045947561705,0.509087359993274,0.248655258478875,133.047969154292
70100,"CALLAO","CALLAO","PARTIDO POLITICO NACIONAL PERU LIBRE",824496,198503,0.3258,415554,50.400972230308,236407,28.6729104810696,0.640163109859599,0.5,5739.755
250100,"CORONEL PORTILLO","UCAYALI","PARTIDO POLITICO NACIONAL PERU LIBRE",299131,89402,0.45,143602,48.0166651619871,99433,33.2477337854059,0.523483840595505,0.50885923010188,2428.00146206191
250300,"PADRE ABAD","UCAYALI","PARTIDO POLITICO NACIONAL PERU LIBRE",49879,23023,0.6912,22016,44.1343917889504,17218,34.5160772993345,0.438605303975358,1.08592544721427,861.964182980798
250200,"ATALAYA","UCAYALI","PARTIDO POLITICO NACIONAL PERU LIBRE",37838,8287,0.4629,17488,46.1912308505018,15456,40.824088748019,0.326395408705732,6.17068497058339,4402.2900717136
250400,"PURUS","UCAYALI","PARTIDO POLITICO NACIONAL PERU LIBRE",3041,369,0.2593,1428,46.3937621832359,1020,33.1384015594542,0.348426822358967,1.57847,78.8761459
