"Provincia","Region","Organización Política","Votos","% Votos","Total_electores","total_electores_mujeres","total_electores_jovenes","porcentaje_mujeres","porcentaje_jovenes","Ubigeo","IDH","% Pobreza Extrema","PE_Hab"
"SAN IGNACIO","CAJAMARCA","PARTIDO POLITICO NACIONAL PERU LIBRE",17410,0.3761,103295,48218,38473,46.6798973812866,37.2457524565565,"060900","0.35969761438944697","30.808762799627999","48552.145471189702"
"SAN MARCOS","CAJAMARCA","PARTIDO POLITICO NACIONAL PERU LIBRE",9537,0.5747,39432,19908,12285,50.4869141813755,31.1548995739501,"061000","0.33897187702209702","39.504906185655699","22883.2169080411"
"SAN MARTIN","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",9070,0.106,146568,72788,44209,49.6615905245347,30.1627913323509,"220900","0.60751301693001802","7.0730099028262101","15266.879684953299"
"SAN MIGUEL","CAJAMARCA","PARTIDO POLITICO NACIONAL PERU LIBRE",10026,0.5562,39680,20583,9984,51.8724798387097,25.1612903225806,"061100","0.37070480463948602","34.764815571784098","18463.2459020188"
"SAN PABLO","CAJAMARCA","PARTIDO POLITICO NACIONAL PERU LIBRE",5099,0.6268,18653,9624,5566,51.5949177076074,29.8397040690506,"061200","0.31259994862552398","35.944607016538903","9417.1275922630193"
"SAN ROMAN","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",69453,0.4205,218110,110123,74985,50.4896611801385,34.3794415661822,"211100","0.55864923904576602","4.9437748061744102","16145.7258262408"
"SANCHEZ CARRION","LA LIBERTAD","PARTIDO POLITICO NACIONAL PERU LIBRE",11466,0.2455,110405,56141,43574,50.8500520809746,39.467415425026,"130900","0.28632748315695999","27.716581218298799","49430.582442150597"
"SANDIA","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",16236,0.6348,42270,19346,13634,45.7676839365981,32.254554057251,"211200","0.40768040552759499","10.9472359684988","6292.1428176140298"
"SANTA","ANCASH","PARTIDO POLITICO NACIONAL PERU LIBRE",19242,0.0938,356410,179470,100826,50.3549283128981,28.2893297045537,"021800","0.61522077507572104","1.0897868934798001","5401.4197588432598"
"SANTA CRUZ","CAJAMARCA","PARTIDO POLITICO NACIONAL PERU LIBRE",7418,0.5455,32210,16436,9242,51.027631170444,28.6929524992238,"061300","0.39097616022984399","31.967277628870502","13898.093621927799"
"SANTIAGO DE CHUCO","LA LIBERTAD","PARTIDO POLITICO NACIONAL PERU LIBRE",4070,0.2478,40056,19602,13854,48.9364889155183,34.5865787896944,"131000","0.35237320843914299","25.230260969827601","15264.055584136"
"SATIPO","JUNIN","PARTIDO POLITICO NACIONAL PERU LIBRE",15628,0.2501,128560,60050,49493,46.7097075295582,38.4979775980087,"120600","0.39384720278434499","4.9514286421986498","10272.927061115201"
"SECHURA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",2752,0.0875,53920,26595,18556,49.3230712166172,34.4139465875371,"200800","0.46731170400146599","3.1936362617701199","2799.7651016060099"
"SIHUAS","ANCASH","PARTIDO POLITICO NACIONAL PERU LIBRE",3439,0.3775,21771,11091,7126,50.9439162188232,32.7316154517477,"021900","0.31432354562866299","8.6909883179350498","2804.7557499640002"
"SUCRE","AYACUCHO","PARTIDO POLITICO NACIONAL PERU LIBRE",1631,0.5218,7759,3942,2249,50.8055161747648,28.9856940327362,"050900","0.38748797791947098","30.840386400933902","3237.3153605060402"
"SULLANA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",5786,0.0441,243276,122570,72720,50.3831039642217,29.8919745474276,"200600","0.54219001519148502","3.2760489197109499","11508.563292009399"
"TACNA","TACNA","PARTIDO POLITICO NACIONAL PERU LIBRE",57702,0.3177,260992,129101,76667,49.4655008582639,29.375229892104,"230100","0.60787284103689998","1.18324279915677","4179.0715774858099"
"TAHUAMANU","MADRE DE DIOS","PARTIDO POLITICO NACIONAL PERU LIBRE",1176,0.3089,7999,3412,2254,42.6553319164896,28.1785223152894,"170300","0.64439008878589499","0.26172303908030098","31.1816828760271"
"TALARA","PIURA","PARTIDO POLITICO NACIONAL PERU LIBRE",1661,0.0305,107287,53445,30362,49.8149822438879,28.2997940104579,"200700","0.58452114196370497","1.6877468108231599","2619.5011926743"
"TAMBOPATA","MADRE DE DIOS","PARTIDO POLITICO NACIONAL PERU LIBRE",19844,0.3609,96081,42949,29816,44.7008253452816,31.0321499568073,"170100","0.61846243909341003","0.143247233193802","210.27691102217699"
"TARATA","TACNA","PARTIDO POLITICO NACIONAL PERU LIBRE",1856,0.4638,6625,3148,1231,47.5169811320755,18.5811320754717,"230400","0.430831228039735","16.469577299987002","1283.1447674419901"
"TARMA","JUNIN","PARTIDO POLITICO NACIONAL PERU LIBRE",7190,0.179,73544,39323,20564,53.4686718155118,27.9614924398999,"120700","0.47745788873110401","7.3331891579152799","7534.5585321916296"
"TAYACAJA","HUANCAVELICA","PARTIDO POLITICO NACIONAL PERU LIBRE",15498,0.4606,72485,38013,26234,52.4425743257226,36.1923156515141,"090700","0.36393637351503999","17.641719290573601","18326.041581854999"
"TOCACHE","SAN MARTIN","PARTIDO POLITICO NACIONAL PERU LIBRE",8523,0.3024,56803,25850,18173,45.5081597802933,31.9930285372252,"221000","0.50556720047022197","6.7942032060791702","5831.3287277136296"
"TRUJILLO","LA LIBERTAD","PARTIDO POLITICO NACIONAL PERU LIBRE",32211,0.0677,787394,405894,231979,51.5490339017061,29.46161642075,"130100","0.63991459603216805","1.0900032401288999","12017.2857224211"
"TUMBES","TUMBES","PARTIDO POLITICO NACIONAL PERU LIBRE",5082,0.0737,117306,57495,33888,49.012838217994,28.8885479003632,"240100","0.59013472763824104","0.38507726055011998","663.69221087594804"
"UCAYALI","LORETO","PARTIDO POLITICO NACIONAL PERU LIBRE",2443,0.156,44544,20490,16252,45.9994612068966,36.4852729885057,"160600","0.40005791539381302","15.3972308047383","11660.9387776605"
"URUBAMBA","CUSCO","PARTIDO POLITICO NACIONAL PERU LIBRE",11750,0.3463,55386,27028,17498,48.7993355721662,31.5928212905788,"081300","0.53802549264507105","2.2610522799724802","1726.42646837299"
"UTCUBAMBA","AMAZONAS","PARTIDO POLITICO NACIONAL PERU LIBRE",13572,0.3334,86210,41245,28976,47.8424776708039,33.6109500057998,"010700","0.47011892577744702","12.1968377137765","15455.7107825205"
"VICTOR FAJARDO","AYACUCHO","PARTIDO POLITICO NACIONAL PERU LIBRE",4591,0.6244,16981,8834,4748,52.0228490666038,27.9606619162594,"051000","0.375382199657322","32.105582570945998","7172.3871463493197"
"VILCAS HUAMAN","AYACUCHO","PARTIDO POLITICO NACIONAL PERU LIBRE",3982,0.6095,16025,8184,4630,51.0702028081123,28.8923556942278,"051100","0.31430795894944502","29.267140019262001","6387.2606378037499"
"VIRU","LA LIBERTAD","PARTIDO POLITICO NACIONAL PERU LIBRE",8471,0.2239,68204,33441,24465,49.0308486305789,35.8703301859128,"131200","0.50023355771089295","2.76453403717084","2975.1085947821398"
"YAROWILCA","HUANUCO","PARTIDO POLITICO NACIONAL PERU LIBRE",6953,0.6574,25281,12512,8812,49.4917131442585,34.856216130691,"101100","0.30066852991931498","21.890256122504901","7491.7212553660702"
"YAULI","JUNIN","PARTIDO POLITICO NACIONAL PERU LIBRE",3659,0.2203,31020,15552,8836,50.1353965183752,28.4848484848485,"120800","0.63686016334485196","1.9518102825958401","827.13816155846598"
"YAUYOS","LIMA","PARTIDO POLITICO NACIONAL PERU LIBRE",2919,0.2916,21557,10361,5294,48.0632741104978,24.5581481653291,"151000","0.44663914851207898","10.4716502535109","2822.42389282878"
"YUNGAY","ANCASH","PARTIDO POLITICO NACIONAL PERU LIBRE",10225,0.4739,43932,22199,14570,50.530365109715,33.1648911954839,"022000","0.335807832904921","12.1043891484453","7460.1771199697996"
"YUNGUYO","PUNO","PARTIDO POLITICO NACIONAL PERU LIBRE",7843,0.5081,30694,15739,8138,51.2771225646706,26.5133250798202,"211300","0.37051538396891698","14.9019593822142","5962.2739488238904"
"ZARUMILLA","TUMBES","PARTIDO POLITICO NACIONAL PERU LIBRE",1910,0.0944,35127,17152,11172,48.8285364534404,31.8045947561705,"240300","0.50908735999327404","0.24865525847887501","133.04796915429199"
